Time	Sample1	Sample2	Sample3	Sample4
norm	norm	norm	norm	norm
96	0.0475976403739647	0.0458600560860098	0.0859500980147457	0.0825376072816362
99	0.0462725070111839	0.0472325536078893	0.0809357814116928	0.0769552239950464
102	0.0432537120723047	0.03678632246914	0.0708566685082408	0.0704929252110168
105	0.0313876263385285	0.0357442410173426	0.0610916514993872	0.0661508585406439
108	0.024200019341197	0.0355121025475926	0.0532168187133847	0.0508798196460784
111	0.0231127304281461	0.0318097481212881	0.0488363027547893	0.0460335748148631
114	0.0221639663044984	0.0282327823574763	0.0451653069866706	0.0421822671147398
117	0.0192000585463261	0.0265146187930494	0.0381542379108136	0.0412295045826536
120	0.0167850225952227	0.0247456219870714	0.0374335000098155	0.0361608845930439
123	0.0162570601903278	0.026124897274491	0.0337568953864361	0.0374012012092608
126	0.0166935439607112	0.0196097701490261	0.028568704270302	0.0349416552763299
129	0.0141870293750964	0.0180017452746266	0.0300606597696443	0.0323440833830163
132	0.0142000977514552	0.0177526623910262	0.0274553465010559	0.0311651116380806
135	0.0121509763383978	0.0162310540272636	0.0228364541938813	0.0273693977275559
138	0.0126397336142163	0.0168308862775664	0.0252482619559761	0.0273847339453762
141	0.0109173216101285	0.0147280845187363	0.0234842769764905	0.0261578365197521
144	0.0119105182133961	0.0142536409309261	0.0218100336811758	0.023383898121505
147	0.00970457628403332	0.0138368083502071	0.0204162331488955	0.0218847828295705
150	0.00931252499326979	0.0126744215600722	0.019078521169222	0.0202514756317084
153	0.00772079675276984	0.0118814229918752	0.0157973408417209	0.0197779699065066
156	0.00808932496608756	0.0105173976769209	0.015340219137975	0.0189824036070784
159	0.00820955402858838	0.0119102284954208	0.0143362340463123	0.0194099006788193
162	0.00739931469434375	0.0106902306981946	0.0137108466847459	0.0178072659165978
165	0.00712487879080927	0.00986842662645192	0.0132032452836538	0.0175561353497904
168	0.00634338988455396	0.00977353790888989	0.014030551434605	0.0165439449736505
171	0.00575008559786515	0.0100073708200249	0.0123647214221813	0.0153573051198046
174	0.00541814883835203	0.00847559580795201	0.0116411790935529	0.0149278910208362
177	0.00492155053671822	0.00780629146086264	0.010194094436296	0.0141629971570486
180	0.00503655224867552	0.00696754297526963	0.00994730480482586	0.0131603919170464
183	0.0043282462500294	0.00681165436784628	0.00966686204179158	0.012453008870085
186	0.00410608385193007	0.00715393152762363	0.0103483379559649	0.0127674013354012
189	0.00397540008834222	0.00686418205078241	0.00780472209524397	0.0122172145210978
192	0.00375585136551465	0.00652359933239009	0.00747379963486352	0.0128766718873708
195	0.00327754879078314	0.0061186278413664	0.00627350460907681	0.0105877413776908
198	0.00309720519703191	0.0060440724204248	0.0074064933717353	0.0110631641301201
201	0.00281492826768217	0.00589326713715656	0.00655114294448075	0.00997237563765118
204	0.00317822913045637	0.00523074055560733	0.00740929779936564	0.0103768683826616
207	0.0023157162907766	0.005122296306965	0.00621180720120927	0.0102695148579195
210	0.00297436245925934	0.0053595181008701	0.00602951940523699	0.00947778261294645
213	0.00272867698371419	0.00509687968618946	0.00574066335931168	0.0100222183455672
216	0.00203343936142686	0.00442757533910008	0.00551350472125392	0.00829689384078322
219	0.00184002739131685	0.00540526801826608	0.00448708420854846	0.00821254464277156
222	0.00178514021060995	0.00461396389145408	0.00485165980049302	0.00823171491504694
225	0.00160741029213049	0.00420729795904535	0.00473387384001862	0.00824321707841216
228	0.0021641231250147	0.00489693560275516	0.00443380008357194	0.00819720842495126
231	0.00149240858017318	0.00400904831699609	0.00419261930736246	0.00725978211068532
234	0.00158650088995643	0.00379724314386655	0.00379719501148413	0.00601946549446842
237	0.0013094513111502	0.00330585514220599	0.00336531315641134	0.00627634714295847
240	0.00116831284647533	0.003585437970737	0.0034802946892554	0.00591978007863646
243	0.00125979148098682	0.00309913329323155	0.0032250917748942	0.00528524406632147
246	0.00135127011549831	0.00350071590148518	0.00268383724223805	0.00620733416276711
249	0.00121013165082344	0.00268399515389764	0.00323350505778523	0.00572232627420007
252	7.63193179353011E-4	0.00301949454813484	0.00239498119631274	0.00536000812819545
255	0.00100887865489816	0.00316352206586294	0.00307926153811638	0.00519706081385474
258	9.77514551637076E-4	0.00318216092109834	0.0029362357289689	0.00496510051932268
261	9.38309422560722E-4	0.00324824413511476	0.00275675236062696	0.00508395620743001
264	8.3114873641869E-4	0.00289749476841222	0.00259970441332776	0.00502644539060388
267	6.82169245928547E-4	0.00248743995323342	0.00196309934123995	0.00488458537576609
270	9.30468396745452E-4	0.00269077291943778	0.00276236121588764	0.00535234001928529
273	8.70353865495043E-4	0.00286021705794142	0.00292221359081718	0.00445708830402518
276	5.07053002720836E-4	0.00198588530326265	0.00230243508451143	0.00430180909859463
279	8.3114873641869E-4	0.00235696796658562	0.0020584498806716	0.00510504350693293
282	4.15574368209345E-4	0.00259588420187575	0.0020977118674964	0.00364426875954919
285	8.67740190223287E-4	0.00200960748265316	0.00226036867005628	0.00386472689071603
288	7.52738478265984E-4	0.00210110731744512	0.00235011035422725	0.00422704503672066
291	5.59326508155974E-4	0.00185710775799988	0.00239498119631274	0.00377654363824929
294	6.48191467395708E-4	0.00190116323401083	0.00177800711763733	0.00313050546256909
297	9.25241046201938E-4	0.00182830225445426	0.00194907720308824	0.00327236547740688
300	5.75008559786515E-4	0.00214516279345607	0.00169948314398773	0.00344298090065773
303	5.22735054351377E-4	0.00179949675090864	0.00137697396649831	0.00374778822983623
306	3.81596589676506E-4	0.00148941397744698	0.00129284113758802	0.00366152200459703
309	4.31256419839886E-4	0.00182660781306923	0.00162095917033813	0.00325702925958657
312	5.51485482340703E-4	0.00159616378470428	0.0017303318479215	0.00303273707396466
315	3.97278641307047E-4	0.00110138690027365	0.00123675258498117	0.00327811655908949
318	3.50232486415423E-4	0.00121322003168605	0.00185372666365658	0.00360209416054336
321	4.364837703834E-4	0.00106410918980285	0.00101800722981443	0.00263591243786436
324	2.71822228262716E-4	0.00138605305295977	0.00117225074948328	0.00269150622746295
327	1.72502567935955E-4	0.00142333076343057	0.00106287807189992	0.00252855891312224
330	4.49552146742185E-4	0.00139960858404006	0.00122273044682945	0.00276243623488184
333	2.40458125001634E-4	0.00133860869417875	0.00124797029550254	0.00282953218784566
336	3.34550434784882E-4	0.00134369201833386	0.0010684869271606	0.00262249324727159
339	4.86143600546781E-4	0.00139621970126998	8.49741571993864E-4	0.00237519673491923
342	2.06480346468794E-4	0.00119797005922073	5.07601401092044E-4	0.00237519673491923
345	4.44324796198671E-4	9.81081561936069E-4	8.97416841709691E-4	0.00229468159136264
348	3.29323084241368E-4	0.0011827200867554	7.88044164126323E-4	0.00224292185621912
351	6.79555570656791E-5	0.00107597027949811	0.00103763822322683	0.0023330221359134
354	5.1228035326435E-4	7.37082002490829E-4	8.94612414079349E-4	0.00244229268788305
357	2.97958980980285E-4	0.00102852592071709	9.31069973273805E-4	0.00198028912604646
360	3.1102735733907E-4	6.84554319554701E-4	8.32915006211807E-4	0.0018806037102145
363	3.13641032610826E-5	0.00109460913473351	7.23542328628439E-4	0.00240203511610475
366	4.7046154891624E-5	0.0010522481001076	9.61918677207576E-4	0.00211831508642917
369	3.03186331523799E-4	7.94693009582066E-4	7.48782177301524E-4	0.00179242045774776
372	1.64661542120684E-4	0.00126744215600722	4.29077427442446E-4	0.00218157698493792
375	3.86823940220019E-4	6.50665491853973E-4	7.40368894410495E-4	0.00175983099487962
378	7.84102581527066E-5	7.3199867833572E-4	6.00147512893356E-4	0.00137834257659962
381	2.30003423914606E-4	9.59053823930596E-4	5.91734230002328E-4	0.0018250099206159
384	1.5943419157717E-4	9.42109410080232E-4	5.66494381329243E-4	0.00161413692558675
387	1.88184619566496E-4	8.3027627866783E-4	3.53357881423191E-4	0.0017943374849753
390	6.79555570656791E-5	7.9299856819703E-4	4.96383690570673E-4	0.00178283532161007
393	1.67275217392441E-4	9.72609355010887E-4	5.1321025635273E-4	0.00167548179686796
396	1.35911114131358E-4	7.54026416341193E-4	9.50700966686204E-4	0.00208380859633349
399	1.51593165761899E-4	8.76026196063813E-4	8.44132716733179E-4	0.00193428047258555
402	3.92051290763533E-5	5.87971160607627E-4	6.47822782609183E-4	0.00136492338600685
405	2.43071800273391E-4	8.59081782213449E-4	3.81402157726619E-4	0.00142243420283298
408	2.0125299592528E-4	6.84554319554701E-4	5.49667815547186E-4	0.00140709798501268
411	3.78982914404749E-4	5.32054594901426E-4	3.61771164314219E-4	0.00138025960382715
414	2.87504279893258E-5	2.67721738835749E-4	4.26272999812103E-4	0.0015911325988563
417	9.67059850550048E-5	7.5063753357112E-4	5.16014683983073E-4	0.00132849986868363
420	1.15001711957303E-4	5.35443477671499E-4	3.95424295878333E-4	0.00137067446768946
423	1.67275217392441E-4	4.43943642879534E-4	4.34686282703132E-4	0.00133233392313871
426	1.20229062500817E-4	5.98137808917845E-4	3.75793302465933E-4	0.00120197607166615
429	1.30683763587844E-5	3.71082663322969E-4	6.11365223414727E-4	0.00143201933897067
432	9.67059850550048E-5	4.60888056729898E-4	5.30036822134786E-4	0.00114254822761248
435	4.7046154891624E-5	4.37165877339388E-4	2.7202948014325E-4	0.00136875744046193
438	7.84102581527066E-6	5.43915684596681E-4	1.87896651232967E-4	0.00108695443801388
441	9.40923097832479E-5	4.62582498114934E-4	3.39335743271477E-4	0.00117897174493569
444	9.67059850550048E-5	4.6936026365508E-4	3.11291466968049E-4	0.00129015932413288
447	7.05692323374359E-5	5.47304567366753E-4	3.11291466968049E-4	0.00103327767564283
450	7.31829076091928E-5	6.65915464319301E-4	2.74833907773593E-4	0.00124415067067198
453	5.22735054351377E-6	4.04971491023697E-4	2.94464901185993E-4	7.80230081607849E-4
456	1.30683763587844E-5	3.6599933916786E-4	2.97269328816335E-4	0.00106970119296604
459	1.82957269022982E-5	4.67665822270043E-4	4.59926131376217E-4	0.00119239093552846
462	4.7046154891624E-5	5.11721298280989E-4	4.29077427442446E-4	9.31675232583329E-4
465	1.09774361413789E-4	5.54082332906899E-4	4.15055289290732E-4	7.85981163290462E-4
468	2.09094021740551E-5	3.30416070082096E-4	2.52398486730851E-5	0.00121922931671399
471	5.22735054351377E-5	4.0836037379377E-4	2.4118077620948E-4	8.47326034571669E-4
474	7.31829076091928E-5	2.37221793905094E-4	3.56162309053534E-4	0.00121539526225891
477	5.48871807068946E-5	3.67693780552896E-4	9.53505394316547E-5	7.80230081607849E-4
480	2.61367527175689E-5	2.59249531910567E-4	3.08487039337706E-5	9.6426469545147E-4
483	1.15001711957303E-4	5.32054594901426E-4	3.56162309053534E-4	9.31675232583329E-4
486	6.27282065221653E-5	4.79526911965298E-4	2.01918789384681E-4	7.80230081607849E-4
489	9.93196603267617E-5	2.45694000830276E-4	5.32841249765129E-5	8.10902517248453E-4
492	1.09774361413789E-4	3.18554980386841E-4	3.58966736683877E-4	9.71932804361621E-4
495	5.22735054351377E-5	2.28749586979912E-4	2.13136499906052E-4	6.36453039542521E-4
498	1.30683763587844E-4	3.98193725483551E-4	2.77638335403936E-4	0.00103136064841529
501	8.88649592397341E-5	4.16832580718952E-4	2.66420624882565E-4	7.34221428146944E-4
504	2.87504279893258E-5	2.10110731744512E-4	7.8523973649598E-5	5.77025195488852E-4
507	5.22735054351377E-6	1.76221904043784E-4	3.00073756446678E-4	6.63291420728049E-4
510	6.01145312504084E-5	3.86332635788297E-4	3.05682611707364E-4	9.91103076636998E-4
513	8.88649592397341E-5	3.79554870248151E-4	1.59852374929539E-4	6.26867903404832E-4
516	6.53418817939222E-5	3.33804952852168E-4	4.76752697158274E-5	6.5370628459036E-4
519	1.51593165761899E-4	3.4227715977735E-4	6.16974078675413E-5	8.89500633577499E-4
522	3.13641032610826E-5	2.54166207755458E-4	2.38376348579137E-4	6.05780603901917E-4
